Ticket_ID,Camera_ID,Store_Location,Store_City,Store_State,Site_Name,Zone,Banner,Region,Market,Manufacturer,Model,Serial_Number,Failure_Reason,Ticket_Created_Date,Priority,Resolution_Date,Replacement_Purchased,Replacement_Cost,Warranty_Status_At_Failure,Days_Until_Warranty_Expiration,Recommended_Action,Potential_Recovery_Value
TKT-006113,CAM91858,10265,Bristol,VA,"Bristol, VA #10265",Front Entrance,Supercenter,75,281,Axis,M3116-LVE,AXI494332886,Audio Failure,2026-02-17,High,2026-02-28,Yes,2500,Active,753,Submit Warranty Claim,2350
TKT-006116,CAM207105,10726,Blacksburg,VA,"Blacksburg, VA #10726",Pharmacy,Supercenter,75,282,Axis,Q6155-E,AXI831374727,Power Failure,2026-01-12,Critical,2026-02-07,No,0,Active,594,Check RMA Eligibility,-150
TKT-006120,CAM132032,10426,Leesburg,VA,"Leesburg, VA #10426",Receiving Area,Supercenter,75,312,Hanwha,XNF-8010RV,HAN399768484,Image Quality Degraded,2025-09-12,High,2025-09-28,No,0,Active,1231,Check RMA Eligibility,-150
TKT-006126,CAM167071,10566,Baltimore,MD,"Baltimore, MD #10566",Cash Registers,Supercenter,75,288,Hanwha,PNM-9085RQZ,HAN661145393,SD Card Failure,2025-07-15,Medium,2025-07-27,No,0,Active,632,Check RMA Eligibility,-150
TKT-006130,CAM30635,10020,Fairfax,VA,"Fairfax, VA #10020",Office Area,Supercenter,75,288,Bosch,FLEXIDOME IP 5000i,BOS702829864,Physical Damage,2026-02-11,Critical,2026-03-12,No,0,Active,317,Check RMA Eligibility,-150
TKT-006131,CAM27212,10006,Staunton,VA,"Staunton, VA #10006",Front Entrance,Supercenter,75,291,Bosch,DINION IP 7000 HD,BOS928378331,Cable Damage,2024-12-15,High,2024-12-17,Yes,2500,Expiring Soon,2,Submit Warranty Claim,2350
TKT-006140,CAM44328,10075,Bedford,VA,"Bedford, VA #10075",Break Room,Supercenter,75,291,Axis,Q6155-E,AXI475402920,Power Failure,2024-12-25,Critical,2024-12-26,Yes,2500,Active,1081,Submit Warranty Claim,2350
TKT-006145,CAM103931,10313,Hopewell,VA,"Hopewell, VA #10313",Sales Floor Aisle 11-20,Supercenter,75,288,Hanwha,QNO-8080R,HAN746508158,Cable Damage,2025-08-04,Medium,2025-08-07,No,0,Active,1132,Check RMA Eligibility,-150
TKT-006154,CAM165122,10558,College Park,MD,"College Park, MD #10558",Front Entrance,Supercenter,75,281,Bosch,DINION IP 7000 HD,BOS670881472,Physical Damage,2025-03-09,Low,2025-03-30,Yes,2500,Active,372,Submit Warranty Claim,2350
TKT-006161,CAM184741,10636,Suffolk,VA,"Suffolk, VA #10636",Pharmacy,Supercenter,75,508,Axis,P1448-LE,AXI396340302,Lens Obstruction,2025-08-16,Medium,2025-09-15,No,0,Active,1294,Check RMA Eligibility,-150
TKT-006163,CAM85814,10241,Frederick,MD,"Frederick, MD #10241",Pharmacy,Supercenter,75,314,Bosch,MIC IP fusion 9000i,BOS262338335,No Video Signal,2025-02-28,Low,2025-03-22,No,0,Active,814,Check RMA Eligibility,-150
TKT-006164,CAM14122,2799,CLINTON,MD,"CLINTON, MD #2799",Emergency Exit West,Supercenter,75,508,Axis,P3265-LVE,AXI262355961,Zoom Malfunction,2024-11-13,Medium,2024-12-12,No,0,Active,1345,Check RMA Eligibility,-150
TKT-006168,CAM2325,1424,COLONIAL HEIGHTS,VA,"COLONIAL HEIGHTS, VA #1424",Automotive Section,Supercenter,75,290,Bosch,DINION IP starlight 8000,BOS594613062,Physical Damage,2025-03-30,High,2025-04-15,No,0,Active,913,Check RMA Eligibility,-150
TKT-006170,CAM139285,10455,Westminster,MD,"Westminster, MD #10455",Restrooms Area,Supercenter,75,291,Axis,Q6155-E,AXI824970708,PTZ Motor Failure,2025-02-04,Medium,2025-02-16,Yes,2500,Active,767,Submit Warranty Claim,2350
TKT-006176,CAM27240,10006,Staunton,VA,"Staunton, VA #10006",Office Area,Supercenter,75,291,Axis,M3067-P,AXI375342874,Audio Failure,2025-06-11,Medium,2025-06-26,No,0,Active,628,Check RMA Eligibility,-150
TKT-006181,CAM155137,10518,Dublin,VA,"Dublin, VA #10518",Emergency Exit East,Supercenter,75,282,Bosch,MIC IP fusion 9000i,BOS289367785,Lightning Strike,2025-10-14,Low,2025-10-17,No,0,Active,887,Check RMA Eligibility,-150
TKT-006187,CAM201320,10703,Emporia,VA,"Emporia, VA #10703",Deli,Supercenter,75,288,Hanwha,PNM-C16083RVQ,HAN292885100,Cable Damage,2025-12-07,Low,2025-12-13,No,0,Active,910,Check RMA Eligibility,-150
TKT-006196,CAM127480,10407,Essex,MD,"Essex, MD #10407",Restrooms Area,Supercenter,75,282,Hanwha,PNV-A9081R,HAN534331479,Zoom Malfunction,2025-03-31,Low,2025-04-07,Yes,2500,Active,706,Submit Warranty Claim,2350
TKT-006199,CAM42256,10067,Danville,VA,"Danville, VA #10067",Emergency Exit East,Supercenter,75,282,Bosch,AUTODOME IP 5000i,BOS567679033,Network Connectivity Lost,2025-03-24,Critical,2025-04-13,No,0,Active,1001,Check RMA Eligibility,-150
TKT-006202,CAM105681,10320,Catonsville,MD,"Catonsville, MD #10320",Loading Dock,Supercenter,75,291,Hanwha,XNV-8080R,HAN620557101,Image Quality Degraded,2025-07-22,Critical,2025-07-25,No,0,Active,729,Check RMA Eligibility,-150
TKT-006215,CAM194108,10674,Yorktown,VA,"Yorktown, VA #10674",Break Room,Supercenter,75,314,Hanwha,PNM-C16083RVQ,HAN715827188,Lens Obstruction,2025-11-02,High,2025-11-11,No,0,Active,651,Check RMA Eligibility,-150
TKT-006221,CAM164747,10556,Leesburg,VA,"Leesburg, VA #10556",Self-Checkout,Supercenter,75,281,Hanwha,XNF-8010RV,HAN286769182,No Video Signal,2025-09-24,Low,2025-10-03,No,0,Active,1310,Check RMA Eligibility,-150
TKT-006227,CAM100959,10301,Danville,VA,"Danville, VA #10301",Parking Lot North,Supercenter,75,287,Axis,M3046-V,AXI601021885,PTZ Motor Failure,2025-03-10,Medium,2025-03-20,No,0,Active,490,Check RMA Eligibility,-150
TKT-006230,CAM115811,10361,Christiansburg,VA,"Christiansburg, VA #10361",Automotive Section,Supercenter,75,314,Bosch,FLEXIDOME IP 5000i,BOS444039390,Image Quality Degraded,2025-10-11,Low,2025-10-29,No,0,Expiring Soon,40,Escalate Before Warranty Expires,-150
TKT-006234,CAM44736,10076,Woodbridge,VA,"Woodbridge, VA #10076",Sales Floor Aisle 1-10,Supercenter,75,281,Bosch,FLEXIDOME IP 3000i,BOS193046271,Moisture Ingress,2025-01-14,Low,2025-01-31,Yes,2500,Expiring Soon,18,Submit Warranty Claim,2350
TKT-006236,CAM34786,10037,Fairfax,VA,"Fairfax, VA #10037",Electronics Department,Supercenter,75,281,Bosch,DINION IP 7000 HD,BOS717234769,SD Card Failure,2026-02-22,Critical,2026-03-17,No,0,Active,1204,Check RMA Eligibility,-150
TKT-006242,CAM180401,10619,Roanoke,VA,"Roanoke, VA #10619",Receiving Area,Supercenter,75,315,Hanwha,XNV-8080R,HAN940177893,Overheating,2026-04-08,Low,2026-04-22,No,0,Active,1166,Check RMA Eligibility,-150
TKT-006254,CAM143556,10472,Halethorpe,MD,"Halethorpe, MD #10472",Deli,Supercenter,75,289,Bosch,FLEXIDOME IP 3000i,BOS565683873,Cable Damage,2025-03-17,Low,2025-03-20,No,0,Active,442,Check RMA Eligibility,-150
TKT-006257,CAM183059,10630,Essex,MD,"Essex, MD #10630",Jewelry Counter,Supercenter,75,315,Hanwha,QNO-8080R,HAN685055867,Firmware Corruption,2026-03-08,Critical,2026-03-12,Yes,2500,Active,652,Submit Warranty Claim,2350
TKT-006261,CAM175689,10600,Essex,MD,"Essex, MD #10600",Grocery Section,Supercenter,75,281,Axis,Q6155-E,AXI722077130,Lightning Strike,2026-03-06,High,2026-03-30,No,0,Active,1252,Check RMA Eligibility,-150
TKT-006265,CAM179980,10617,Galax,VA,"Galax, VA #10617",Customer Service,Supercenter,75,293,Axis,Q6155-E,AXI204070418,No Video Signal,2025-02-09,Critical,2025-02-24,Yes,2500,Active,923,Submit Warranty Claim,2350
TKT-006277,CAM206715,10724,Galax,VA,"Galax, VA #10724",Stockroom,Supercenter,75,287,Hanwha,PNM-C16083RVQ,HAN271599275,Mounting Bracket Broken,2025-02-14,High,2025-03-05,Yes,2500,Active,141,Submit Warranty Claim,2350
TKT-006278,CAM171043,10582,Roanoke,VA,"Roanoke, VA #10582",Electronics Department,Supercenter,75,312,Hanwha,PNM-9085RQZ,HAN831438254,IR LEDs Burned Out,2025-08-19,High,2025-09-17,No,0,Active,515,Check RMA Eligibility,-150
TKT-006287,CAM6164,1780,CHARLOTTESVILLE,VA,"CHARLOTTESVILLE, VA #1780",Rear Entrance,Supercenter,75,315,Axis,M3116-LVE,AXI303832629,Night Vision Failure,2026-01-13,Low,2026-02-02,Yes,2500,Active,591,Submit Warranty Claim,2350
TKT-006289,CAM119835,10377,College Park,MD,"College Park, MD #10377",Roof Perimeter,Supercenter,75,293,Axis,P3265-LVE,AXI940220551,Firmware Corruption,2025-09-20,Low,2025-10-17,No,0,Active,1405,Check RMA Eligibility,-150
TKT-006290,CAM182014,10626,Alexandria,VA,"Alexandria, VA #10626",Restrooms Area,Supercenter,75,282,Hanwha,XNV-8080R,HAN630842201,Mounting Bracket Broken,2025-12-13,Medium,2025-12-31,No,0,Active,683,Check RMA Eligibility,-150
TKT-006298,CAM107486,10327,Newport News,VA,"Newport News, VA #10327",Roof Perimeter,Supercenter,75,291,Hanwha,PNM-C16083RVQ,HAN544740076,PTZ Motor Failure,2026-02-16,Critical,2026-03-05,No,0,Active,1234,Check RMA Eligibility,-150
TKT-006300,CAM19794,3869,RICHMOND,VA,"RICHMOND, VA #3869",Jewelry Counter,Supercenter,75,287,Axis,P3245-LVE,AXI184629979,Firmware Corruption,2026-04-29,Critical,2026-05-22,No,0,Active,1381,Check RMA Eligibility,-150
TKT-006301,CAM89795,10257,Pasadena,MD,"Pasadena, MD #10257",Pharmacy,Supercenter,75,289,Axis,P3265-LVE,AXI588223202,Cable Damage,2026-03-15,Critical,2026-04-06,Yes,2500,Active,461,Submit Warranty Claim,2350
TKT-006304,CAM147917,10489,Abingdon,VA,"Abingdon, VA #10489",Emergency Exit East,Supercenter,75,312,Hanwha,PNM-9085RQZ,HAN302028480,Zoom Malfunction,2025-09-28,Medium,2025-10-13,No,0,Active,1295,Check RMA Eligibility,-150
TKT-006307,CAM44050,10074,Westminster,MD,"Westminster, MD #10074",Bakery,Supercenter,75,508,Axis,M3067-P,AXI677405490,Physical Damage,2026-03-25,Low,2026-04-05,No,0,Active,1235,Check RMA Eligibility,-150
TKT-006315,CAM70644,10180,Virginia Beach,VA,"Virginia Beach, VA #10180",Garden Center,Supercenter,75,314,Bosch,FLEXIDOME IP 5000i,BOS715726270,Zoom Malfunction,2024-12-07,High,2024-12-24,No,0,Active,1236,Check RMA Eligibility,-150
TKT-006317,CAM180189,10618,Lexington,VA,"Lexington, VA #10618",Sales Floor Aisle 11-20,Supercenter,75,291,Hanwha,QNO-8080R,HAN798025504,SD Card Failure,2026-01-31,High,2026-02-12,No,0,Active,1320,Check RMA Eligibility,-150
TKT-006319,CAM180278,10619,Roanoke,VA,"Roanoke, VA #10619",Pharmacy,Supercenter,75,315,Bosch,AUTODOME IP 5000i,BOS212941722,Network Connectivity Lost,2025-08-18,High,2025-08-22,Yes,2500,Active,942,Submit Warranty Claim,2350
TKT-006320,CAM87039,10246,Charlottesville,VA,"Charlottesville, VA #10246",Sales Floor Aisle 11-20,Supercenter,75,508,Bosch,DINION IP 7000 HD,BOS436425773,Zoom Malfunction,2026-03-14,Low,2026-03-21,Yes,2500,Active,1266,Submit Warranty Claim,2350
TKT-006323,CAM125767,10401,Woodbridge,VA,"Woodbridge, VA #10401",Self-Checkout,Supercenter,75,291,Hanwha,XND-6081RV,HAN718296346,Network Connectivity Lost,2025-07-12,Critical,2025-08-03,No,0,Active,1116,Check RMA Eligibility,-150
TKT-006324,CAM35348,10039,Roanoke,VA,"Roanoke, VA #10039",Loading Dock,Supercenter,75,289,Axis,Q6155-E,AXI475915196,Zoom Malfunction,2025-10-16,Low,2025-10-28,Yes,2500,Active,380,Submit Warranty Claim,2350
TKT-006326,CAM50855,10101,Severn,MD,"Severn, MD #10101",Stockroom,Supercenter,75,293,Hanwha,PNM-9085RQZ,HAN353843665,Overheating,2025-10-04,Medium,2025-10-07,No,0,Active,224,Check RMA Eligibility,-150
TKT-006330,CAM69955,10177,Pikesville,MD,"Pikesville, MD #10177",Loading Dock,Supercenter,75,315,Axis,P1448-LE,AXI138349684,Moisture Ingress,2025-01-23,Critical,2025-02-08,No,0,Expiring Soon,3,Escalate Before Warranty Expires,-150
TKT-006334,CAM83344,10231,Charlottesville,VA,"Charlottesville, VA #10231",Pharmacy,Supercenter,75,312,Bosch,DINION IP starlight 8000,BOS698407277,Mounting Bracket Broken,2025-01-25,Medium,2025-02-20,No,0,Active,536,Check RMA Eligibility,-150
TKT-006335,CAM33383,10031,Charlottesville,VA,"Charlottesville, VA #10031",Parking Lot North,Supercenter,75,315,Bosch,MIC IP fusion 9000i,BOS515165546,IR LEDs Burned Out,2025-02-12,High,2025-02-25,No,0,Active,473,Check RMA Eligibility,-150
TKT-006338,CAM167710,10568,Catonsville,MD,"Catonsville, MD #10568",Sales Floor Aisle 1-10,Supercenter,75,293,Bosch,FLEXIDOME IP 5000i,BOS689976420,PTZ Motor Failure,2024-11-08,Medium,2024-12-06,No,0,Active,307,Check RMA Eligibility,-150
TKT-006347,CAM19745,3831,PORTSMOUTH,VA,"PORTSMOUTH, VA #3831",Stockroom,Supercenter,75,288,Bosch,MIC IP fusion 9000i,BOS865908792,Image Quality Degraded,2024-12-03,High,2024-12-15,No,0,Active,1095,Check RMA Eligibility,-150
TKT-006352,CAM176536,10604,Salem,VA,"Salem, VA #10604",Garden Center,Supercenter,75,314,Axis,P3265-LVE,AXI386483716,Physical Damage,2024-11-15,Critical,2024-11-21,No,0,Active,327,Check RMA Eligibility,-150
TKT-006359,CAM3321,1524,CHESTER,VA,"CHESTER, VA #1524",Receiving Area,Supercenter,75,290,Bosch,MIC IP fusion 9000i,BOS155711888,Lightning Strike,2025-07-24,Medium,2025-07-29,Yes,2500,Active,608,Submit Warranty Claim,2350
TKT-006361,CAM89579,10256,Franklin,VA,"Franklin, VA #10256",Self-Checkout,Supercenter,75,287,Axis,P3245-LVE,AXI391929272,Image Quality Degraded,2025-06-09,High,2025-07-04,Yes,2500,Active,194,Submit Warranty Claim,2350
TKT-006364,CAM87293,10247,Dublin,VA,"Dublin, VA #10247",Sales Floor Aisle 1-10,Supercenter,75,289,Hanwha,XNV-8080R,HAN762589789,Night Vision Failure,2025-06-15,Critical,2025-06-27,No,0,Active,400,Check RMA Eligibility,-150
TKT-006365,CAM139736,10456,Waldorf,MD,"Waldorf, MD #10456",Automotive Section,Supercenter,75,315,Bosch,MIC IP fusion 9000i,BOS151190008,Power Failure,2025-09-12,Medium,2025-10-02,Yes,2500,Active,91,Submit Warranty Claim,2350
TKT-006367,CAM76067,10202,Lexington,VA,"Lexington, VA #10202",Bakery,Supercenter,75,508,Axis,P3265-LVE,AXI268059823,Network Connectivity Lost,2026-04-25,Low,2026-05-24,No,0,Active,224,Check RMA Eligibility,-150
TKT-006371,CAM88668,10252,Winchester,VA,"Winchester, VA #10252",Break Room,Supercenter,75,282,Axis,M3116-LVE,AXI811878996,SD Card Failure,2025-05-27,Medium,2025-06-05,No,0,Active,843,Check RMA Eligibility,-150
TKT-006373,CAM70176,10178,South Boston,VA,"South Boston, VA #10178",Pharmacy,Supercenter,75,281,Hanwha,PNV-A9081R,HAN754978496,Physical Damage,2026-01-08,Medium,2026-01-26,No,0,Active,387,Check RMA Eligibility,-150
TKT-006376,CAM141141,10462,Greenbelt,MD,"Greenbelt, MD #10462",Sales Floor Aisle 1-10,Supercenter,75,314,Bosch,MIC IP fusion 9000i,BOS903172969,Firmware Corruption,2025-01-18,Low,2025-02-03,Yes,2500,Active,1172,Submit Warranty Claim,2350
TKT-006384,CAM196247,10682,Dublin,VA,"Dublin, VA #10682",Jewelry Counter,Supercenter,75,287,Hanwha,QNO-8080R,HAN263364185,Firmware Corruption,2025-04-08,Critical,2025-04-09,No,0,Active,1427,Check RMA Eligibility,-150
TKT-006385,CAM26095,10002,Leesburg,VA,"Leesburg, VA #10002",Stockroom,Supercenter,75,290,Hanwha,XNV-8080R,HAN758324325,Night Vision Failure,2024-12-17,Low,2025-01-08,No,0,Active,921,Check RMA Eligibility,-150
TKT-006387,CAM34030,10034,Petersburg,VA,"Petersburg, VA #10034",Bakery,Supercenter,75,282,Axis,M3116-LVE,AXI492678576,Power Failure,2025-02-14,High,2025-02-27,No,0,Expiring Soon,39,Escalate Before Warranty Expires,-150
TKT-006390,CAM78893,10213,Rockville,MD,"Rockville, MD #10213",Pharmacy,Supercenter,75,282,Axis,P3265-LVE,AXI514497672,Video Artifacts,2025-08-08,High,2025-08-24,Yes,2500,Active,175,Submit Warranty Claim,2350
TKT-006397,CAM212136,10746,Arbutus,MD,"Arbutus, MD #10746",Jewelry Counter,Supercenter,75,312,Bosch,AUTODOME IP 5000i,BOS294087057,Lightning Strike,2024-12-11,Critical,2025-01-07,No,0,Active,766,Check RMA Eligibility,-150
TKT-006400,CAM177925,10609,Pasadena,MD,"Pasadena, MD #10609",Front Entrance,Supercenter,75,289,Axis,P3265-LVE,AXI562732627,Physical Damage,2025-02-24,Low,2025-03-07,No,0,Active,524,Check RMA Eligibility,-150
TKT-006405,CAM6402,1811,NORFOLK,VA,"NORFOLK, VA #1811",Cash Registers,Supercenter,75,289,Axis,P1448-LE,AXI406201171,IR LEDs Burned Out,2024-12-19,Critical,2025-01-16,Yes,2500,Active,553,Submit Warranty Claim,2350
TKT-006409,CAM120058,10378,Chesapeake,VA,"Chesapeake, VA #10378",Sales Floor Aisle 1-10,Supercenter,75,291,Hanwha,XND-6081RV,HAN247324382,Lens Obstruction,2025-03-17,Medium,2025-03-22,No,0,Active,399,Check RMA Eligibility,-150
TKT-006414,CAM80216,10218,Pulaski,VA,"Pulaski, VA #10218",Electronics Department,Supercenter,75,289,Axis,P3245-LVE,AXI483125232,SD Card Failure,2025-03-26,Low,2025-04-05,No,0,Active,626,Check RMA Eligibility,-150
TKT-006420,CAM150911,10501,Manassas,VA,"Manassas, VA #10501",Sales Floor Aisle 1-10,Supercenter,75,315,Hanwha,PNM-9085RQZ,HAN120914742,Overheating,2026-02-25,Critical,2026-03-12,No,0,Active,1314,Check RMA Eligibility,-150
TKT-006422,CAM108277,10331,Chesapeake,VA,"Chesapeake, VA #10331",Break Room,Supercenter,75,314,Bosch,FLEXIDOME IP 3000i,BOS919001036,SD Card Failure,2025-03-14,Critical,2025-03-28,No,0,Active,824,Check RMA Eligibility,-150
TKT-006423,CAM116891,10365,Salem,VA,"Salem, VA #10365",Parking Lot South,Supercenter,75,291,Bosch,MIC IP fusion 9000i,BOS244864466,Lightning Strike,2025-06-04,High,2025-06-21,No,0,Active,1137,Check RMA Eligibility,-150
TKT-006427,CAM205529,10720,Chesapeake,VA,"Chesapeake, VA #10720",Roof Perimeter,Supercenter,75,315,Hanwha,XND-6081RV,HAN624291068,Overheating,2025-06-08,Medium,2025-06-11,Yes,2500,Active,540,Submit Warranty Claim,2350
TKT-006430,CAM91495,10263,Edgewood,MD,"Edgewood, MD #10263",Cash Registers,Supercenter,75,287,Axis,P3245-LVE,AXI851256399,Video Artifacts,2025-10-08,High,2025-10-23,Yes,2500,Active,1382,Submit Warranty Claim,2350
TKT-006431,CAM98772,10293,Oxon Hill,MD,"Oxon Hill, MD #10293",Restrooms Area,Supercenter,75,315,Axis,P1448-LE,AXI806792395,Physical Damage,2026-04-15,Medium,2026-04-18,Yes,2500,Active,182,Submit Warranty Claim,2350
TKT-006434,CAM11905,2436,SYKESVILLE,MD,"SYKESVILLE, MD #2436",Rear Entrance,Supercenter,75,293,Hanwha,QNO-8080R,HAN486602858,Cable Damage,2025-11-25,High,2025-12-19,Yes,2500,Expiring Soon,47,Submit Warranty Claim,2350
TKT-006439,CAM193694,10672,Oxon Hill,MD,"Oxon Hill, MD #10672",Receiving Area,Supercenter,75,314,Bosch,DINION IP starlight 8000,BOS447307489,Night Vision Failure,2025-11-06,Medium,2025-11-17,No,0,Active,750,Check RMA Eligibility,-150
TKT-006445,CAM107001,10326,Bedford,VA,"Bedford, VA #10326",Emergency Exit West,Supercenter,75,282,Hanwha,XND-6081RV,HAN228890108,Image Quality Degraded,2026-04-17,Medium,2026-05-16,No,0,Active,1238,Check RMA Eligibility,-150
TKT-006447,CAM87953,10249,Fredericksburg,VA,"Fredericksburg, VA #10249",Electronics Department,Supercenter,75,312,Axis,M3046-V,AXI256727399,Network Connectivity Lost,2025-09-06,Critical,2025-10-04,Yes,2500,Active,1040,Submit Warranty Claim,2350
TKT-006455,CAM86120,10242,Covington,VA,"Covington, VA #10242",Deli,Supercenter,75,288,Bosch,DINION IP starlight 8000,BOS661388634,Power Failure,2026-02-17,Low,2026-03-18,No,0,Active,1152,Check RMA Eligibility,-150
TKT-006460,CAM126950,10405,Elkridge,MD,"Elkridge, MD #10405",Deli,Supercenter,75,288,Bosch,DINION IP 7000 HD,BOS134804559,Zoom Malfunction,2025-02-21,Low,2025-03-04,No,0,Expiring Soon,17,Escalate Before Warranty Expires,-150
TKT-006461,CAM88939,10253,South Boston,VA,"South Boston, VA #10253",Parking Lot South,Supercenter,75,293,Axis,M3116-LVE,AXI937804090,No Video Signal,2026-01-22,Low,2026-02-20,Yes,2500,Active,1039,Submit Warranty Claim,2350
TKT-006463,CAM51760,10105,Roanoke,VA,"Roanoke, VA #10105",Customer Service,Supercenter,75,314,Hanwha,XNF-8010RV,HAN272522049,Zoom Malfunction,2025-09-16,Critical,2025-10-11,No,0,Active,601,Check RMA Eligibility,-150
TKT-006468,CAM114111,10354,Potomac,MD,"Potomac, MD #10354",Customer Service,Supercenter,75,312,Bosch,FLEXIDOME IP 3000i,BOS203249664,Mounting Bracket Broken,2025-02-03,Critical,2025-02-09,No,0,Active,506,Check RMA Eligibility,-150
TKT-006472,CAM197841,10689,Oxon Hill,MD,"Oxon Hill, MD #10689",Roof Perimeter,Supercenter,75,508,Axis,M3067-P,AXI863553230,Power Failure,2024-11-21,Critical,2024-12-16,No,0,Active,1221,Check RMA Eligibility,-150
TKT-006476,CAM160342,10539,Hampton,VA,"Hampton, VA #10539",Emergency Exit East,Supercenter,75,508,Bosch,DINION IP starlight 8000,BOS707581076,Mounting Bracket Broken,2025-07-17,Medium,2025-07-20,No,0,Active,1239,Check RMA Eligibility,-150
TKT-006479,CAM206464,10723,Clinton,MD,"Clinton, MD #10723",Pharmacy,Supercenter,75,287,Axis,M3046-V,AXI983542432,Image Quality Degraded,2025-02-04,Critical,2025-02-22,No,0,Active,1343,Check RMA Eligibility,-150
TKT-006480,CAM24452,5731,LOCUST GROVE,VA,"LOCUST GROVE, VA #5731",Rear Entrance,Supercenter,75,291,Hanwha,PNV-A9081R,HAN852066283,Power Failure,2025-03-24,Low,2025-03-27,No,0,Active,399,Check RMA Eligibility,-150
TKT-006482,CAM189085,10654,Hopewell,VA,"Hopewell, VA #10654",Parking Lot North,Supercenter,75,288,Hanwha,PNM-9085RQZ,HAN507675130,Audio Failure,2025-11-18,Critical,2025-11-19,No,0,Active,1322,Check RMA Eligibility,-150
TKT-006485,CAM201109,10702,Galax,VA,"Galax, VA #10702",Self-Checkout,Supercenter,75,290,Axis,Q6155-E,AXI646501962,Power Failure,2025-05-13,Medium,2025-05-29,No,0,Active,806,Check RMA Eligibility,-150
TKT-006486,CAM69426,10175,Waldorf,MD,"Waldorf, MD #10175",Jewelry Counter,Supercenter,75,315,Bosch,DINION IP 7000 HD,BOS111086765,Power Failure,2024-11-26,Low,2024-12-02,No,0,Active,1286,Check RMA Eligibility,-150
TKT-006492,CAM172765,10589,Towson,MD,"Towson, MD #10589",Electronics Department,Supercenter,75,287,Bosch,AUTODOME IP 5000i,BOS210692090,Night Vision Failure,2025-02-03,Medium,2025-02-23,No,0,Active,614,Check RMA Eligibility,-150
TKT-006495,CAM65529,10160,Bristol,VA,"Bristol, VA #10160",Parking Lot North,Supercenter,75,293,Bosch,AUTODOME IP 5000i,BOS273475707,Lightning Strike,2025-12-01,Critical,2025-12-25,No,0,Active,1370,Check RMA Eligibility,-150
TKT-006504,CAM81917,10225,Alexandria,VA,"Alexandria, VA #10225",Jewelry Counter,Supercenter,75,287,Bosch,FLEXIDOME IP 5000i,BOS683158064,Moisture Ingress,2025-11-11,High,2025-12-02,No,0,Active,985,Check RMA Eligibility,-150
TKT-006514,CAM108718,10332,Salem,VA,"Salem, VA #10332",Restrooms Area,Supercenter,75,314,Hanwha,PNM-C16083RVQ,HAN974460748,Focus Issue,2026-04-04,Low,2026-04-06,Yes,2500,Active,307,Submit Warranty Claim,2350
TKT-006516,CAM174645,10596,Fairfax,VA,"Fairfax, VA #10596",Rear Entrance,Supercenter,75,291,Hanwha,PNV-A9081R,HAN751828992,Focus Issue,2025-03-17,Critical,2025-03-24,No,0,Active,725,Check RMA Eligibility,-150
TKT-006518,CAM95447,10279,Annapolis,MD,"Annapolis, MD #10279",Roof Perimeter,Supercenter,75,289,Hanwha,XNF-8010RV,HAN378990947,Focus Issue,2026-01-06,High,2026-01-28,Yes,2500,Active,1114,Submit Warranty Claim,2350
TKT-006525,CAM149028,10494,Galax,VA,"Galax, VA #10494",Jewelry Counter,Supercenter,75,287,Axis,Q6155-E,AXI391821603,Image Quality Degraded,2025-11-05,Low,2025-12-04,Yes,2500,Active,361,Submit Warranty Claim,2350
TKT-006529,CAM182674,10628,Alexandria,VA,"Alexandria, VA #10628",Deli,Supercenter,75,281,Bosch,DINION IP starlight 8000,BOS829513788,Network Connectivity Lost,2025-10-24,Critical,2025-10-27,No,0,Active,1224,Check RMA Eligibility,-150
TKT-006549,CAM193362,10671,Poquoson,VA,"Poquoson, VA #10671",Office Area,Supercenter,75,281,Bosch,FLEXIDOME IP 3000i,BOS466065838,Mounting Bracket Broken,2025-08-20,Critical,2025-09-14,Yes,2500,Active,601,Submit Warranty Claim,2350
TKT-006551,CAM121543,10384,Bedford,VA,"Bedford, VA #10384",Receiving Area,Supercenter,75,314,Hanwha,XND-6081RV,HAN783002427,No Video Signal,2025-06-11,Medium,2025-06-17,No,0,Active,1057,Check RMA Eligibility,-150
TKT-006554,CAM43549,10072,Severn,MD,"Severn, MD #10072",Pharmacy,Supercenter,75,314,Bosch,FLEXIDOME IP 3000i,BOS690101721,Power Failure,2026-03-05,Medium,2026-03-08,Yes,2500,Active,861,Submit Warranty Claim,2350
TKT-006557,CAM71417,10183,Waynesboro,VA,"Waynesboro, VA #10183",Garden Center,Supercenter,75,293,Hanwha,PNM-C16083RVQ,HAN549515380,Power Failure,2025-09-29,Low,2025-10-24,No,0,Active,1278,Check RMA Eligibility,-150
TKT-006558,CAM204581,10716,Reisterstown,MD,"Reisterstown, MD #10716",Deli,Supercenter,75,289,Hanwha,XND-6081RV,HAN867453596,Video Artifacts,2025-03-04,High,2025-04-02,Yes,2500,Active,1188,Submit Warranty Claim,2350
TKT-006561,CAM140498,10459,Charlottesville,VA,"Charlottesville, VA #10459",Rear Entrance,Supercenter,75,312,Bosch,DINION IP starlight 8000,BOS121714379,Focus Issue,2026-03-27,Medium,2026-03-28,No,0,Active,695,Check RMA Eligibility,-150
